NGC Number,Other names, Object type,Constellation,Right ascension(J2000),Declination (J2000),Apparent magnitude

2770,Supernova Factory,Spiral galaxy,Lynx,09h 09m 33.7s,+33° 07′ 25″,12.0,
2775,,Spiral galaxy,Cancer,09h 10m 20.1s,+07° 02′ 18″,11.4,
2787,,Lenticular galaxy,Ursa Major,09h 19m 18.9s,+69° 12′ 12″,11.7,
2798,,Spiral galaxy,Lynx,09h 17m 23.0s,+41° 59′ 58″,13.2,
2799,,Irregular galaxy,Lynx,09h 17m 31.2s,+41° 59′ 36″,14.4,
2808,,Globular cluster,Carina,09h 12m 02.6s,-64° 51′ 46″,7.8,
2812,Lenticular galaxy/,Spiral galaxy,Cancer,09h 17m 40.8s,+19° 55′ 08″,15.7,
2813,,Lenticular galaxy,Cancer,09h 17m 45.4s,+19° 54′ 24″,12.4,
2818,,Planetary nebula,Pyxis,09h 16m 01.7s,-36° 37′ 39″,12.5,
2841,,Spiral galaxy,Ursa Major,09h 22m 02.0s,+50° 58′ 40″,9.9,
2859,,Lenticular galaxy,Leo Minor,09h 24m 18.7s,+34° 30′ 49″,11.8,
2867,,Planetary nebula,Carina,09h 21m 25.4s,-58° 18′ 01″,12.0,
2903,,Spiral galaxy,Leo,09h 32m 09.7s,+21° 30′ 03″,9.8,
2915,,Irregular galaxy,Chamaeleon,09h 26m 11.5s,-76° 37′ 35″,13.2,
2935,,Spiral galaxy,Hydra,09h 36m 44.6s,-21° 07′ 41″,10.9,
2964,,Spiral galaxy,Leo,09h 42m 54.2s,+31° 50′ 49″,12.0,
2968,,Irregular galaxy,Leo,09h 43m 12.1s,+31° 55′ 42″,13.1,
2972,,Open cluster,Vela,09h 40m 28.5s,-50° 20′ 10″,10.7,
2976,,Spiral galaxy,Ursa Major,09h 47m 15.5s,+67° 55′ 03″,10.9,
2997,,Spiral galaxy,Antlia,09h 45m 38.7s,-31° 11′ 25″,10.3,
2998,,Spiral galaxy,Ursa Major,09h 48m 43.6s,+44° 04′ 51″,13.3,
2999,(Duplicate of NGC 2972),Open cluster,Vela,09h 40m 28.5s,-50° 20′ 10″,10.7,
3000,,Double star,Ursa Major,09h 49m,+44° 08′,,
3021,,Spiral galaxy,Leo Minor,09h 50m 57s,33° 33′ 15″,12.2,
3030,,Galaxy,Hydra,09h 50m 10.5s,-12° 13′ 35″,15,
3031,Messier 81,Spiral galaxy,Ursa Major,09h 55m 33.2s,+69° 03′ 55″,8.1,
3032,,Lenticular galaxy,Leo,09h 52m 08.2s,+29° 14′ 12″,13.0,
3033,,Open cluster,Vela,09h 48m 30s,-56° 26′,9.2,
3034,Messier 82,Irregular galaxy,Ursa Major,09h 55m 52.2s,+69° 40′ 49″,9.2,
3035,,Spiral galaxy,Sextans,09h 51m 54.0s,-06° 49′ 15″,13.5,
3049,,Spiral galaxy,Leo,09h 54m 49.8s,+09° 16′ 17″,13.5,
3054,,Spiral galaxy,Hydra,09h 54m 28.9s,-25° 42′ 07″,12.2,
3077,,Irregular galaxy,Ursa Major,10h 03m 20.0s,+68° 44′ 02″,10.9,
3079,,Spiral galaxy,Ursa Major,10h 01m 58.5s,+55° 40′ 50″,11.2,
3109,,Irregular galaxy,Hydra,10h 03m 06.7s,-26° 09′ 32″,12,
3110,,Spiral galaxy,Leo,10h 04m 01.9s,-06° 28′ 29″,13.5,
3115,Spindle Galaxy,Lenticular galaxy,Sextans,10h 05m 13.8s,-07° 43′ 08″,11,
3122,(Duplicate of NGC 3110),Spiral galaxy,Leo,10h 04m 01.9s,-06° 28′ 29″,13.5,
3132,Eight-Burst Nebula,Planetary nebula,Vela,10h 07m 01.8s,-40° 26′ 11″,10.1,
3169,,Spiral galaxy,Sextans,10h 14m 14.7s,+03° 28′ 01″,10.3,
3180,(Located in NGC 3184),Diffuse nebula,Ursa Major,10h 18m 17.0s,+41° 25′ 26″,10.4,
3181,(Located in NGC 3184),Diffuse nebula,Ursa Major,10h 18m 11.5s,+41° 24′ 46″,,
3182,,Spiral galaxy,Ursa Major,10h 19m 33.3s,+58° 12′ 20″,13.0,
3183,,Spiral galaxy,Draco,10h 21m 48.9s,+74° 10′ 40″,12.5,
3184,,Spiral galaxy,Ursa Major,10h 18m 17.0s,+41° 25′ 26″,10.4,
3185,,Spiral galaxy,Leo,10h 17m 38.7s,+21° 41′ 17″,12.9,
3186,,Galaxy,Leo,10h 17m 38.0s,+06° 58′ 16″,15.0,
3187,,Spiral galaxy,Leo,10h 17m 47.9s,+21° 52′ 24″,13.8,
3188,,Spiral galaxy,Ursa Major,10h 19m 42.8s,+57° 25′ 25″,14.7,
3189,(Duplicate of NGC 3190),Spiral galaxy,Leo,10h 18m 05.6s,+21° 49′ 52″,11.9,
3190,,Spiral galaxy,Leo,10h 18m 05.6s,+21° 49′ 52″,11.9,
3191,,Spiral galaxy,Ursa Major,10h 19m 05.2s,+46° 27′ 17″,13.9,
3192,(Duplicate of NGC 3191),Spiral galaxy,Ursa Major,10h 18m 58.4s,+46° 27′ 16″,16.1,
3193,,Elliptical galaxy,Leo,10h 18m 25.0s,+21° 53′ 37″,12.4,
3194,,Spiral galaxy,Draco,10h 17m 40.2s,+74° 20′ 50″,13.9,
3195,,Planetary nebula,Chamaeleon,10h 09m 20.9s,-80° 51′ 31″,,
3196,,Galaxy,Leo,10h 18m 49.0s,+27° 40′ 08″,15.7,
3197,,Spiral galaxy,Draco,10h 14m 28.2s,+77° 49′ 12″,14.5,
3198,,Spiral galaxy,Ursa Major,10h 19m 54.8s,+45° 33′ 01″,10.7,
3199,,Diffuse nebula,Carina,10h 16m 32.8s,-57° 56′ 02″,,
3200,,Spiral galaxy,Hydra,10h 18m 36.4s,-17° 58′ 57″,12.3,
3201,,Globular cluster,Vela,10h 17m 36.8s,-46° 24′ 40″,9.2,
3218,(Duplicate of NGC 3183),Spiral galaxy,Draco,10h 21m 48.9s,+74° 10′ 40″,12.5,
3226,,Elliptical galaxy,Leo,10h 23m 27.1s,+19° 53′ 55″,13.3,
3227,,Spiral galaxy,Leo,10h 23m 30.6s,+19° 51′ 54″,13.5,
3242,Cat's Eye Nebula/Ghost of Jupiter,Planetary nebula,Hydra,10h 24m 46.1s,-18° 38′ 33″,10.3,
3244,,Spiral galaxy,Antlia,10h 25m 29.2s,-39° 49′ 40″,12.3,
3245,,Lenticular galaxy,Leo Minor,10h 27m 18.5s,+28° 30′ 25″,11.6,
3265,,Elliptical galaxy,Leo Minor,10h 31m 06.8s,+28° 47′ 47″,14.1,
3293,,Open cluster,Carina,10h 35m 48.8s,-58° 13′ 00″,4.8,
3310,,Spiral galaxy,Ursa Major,10h 38m 45.9s,+53° 30′ 12″,11.0,
3311,,Elliptical galaxy,Hydra,10h 36m 43.3s,-27° 31′ 41″,13,
3312,,Spiral galaxy,Hydra,10h 37m 02.3s,-27° 33′ 54″,12.7,
3314,,Spiral galaxy,Hydra,10h 37m 12.8s,-27° 41′ 04″,13.1,
3324,,Open cluster,Carina,10h 37m 18.7s,-58° 39' 36",,
3344,,Spiral galaxy,Leo Minor,10h 43m 31.1s,+24° 55′ 20″,10.5,
3351,Messier 95,Spiral galaxy,Leo,10h 43m 57.7s,+11° 42′ 13″,11.2,
3359,,Spiral galaxy,Ursa Major,10h 46m 36.6s,+63° 13′ 25″,11.0,
3368,Messier 96,Spiral galaxy,Leo,10h 46m 45.8s,+11° 49′ 10″,10.0,
3369,,Lenticular galaxy,Hydra,10h 46m 44.9s,-25° 14′ 34″,14.6,
3370,,Spiral galaxy,Leo,10h 47m 04.2s,+17° 16′ 23″,12.4,
3371,(Duplicate of NGC 3384),Lenticular galaxy,Leo,10h 48m 16.9s,+12° 37′ 43″,10.0,
3372,Eta Carina Nebula/Keyhole Nebula,Diffuse nebula,Carina,10h 44m 19.0s,-59° 53′ 21″,,
3379,Messier 105,Elliptical galaxy,Leo,10h 47m 49.8s,+12° 34′ 55″,9.6,
3384,,Lenticular galaxy,Leo,10h 48m 16.9s,+12° 37′ 43″,10.0,
3486,,Spiral galaxy,Leo Minor,11h 00m 24.1s,+28° 58′ 32″,11.2,
3518,(Duplicate entry for NGC 3110),Spiral galaxy,Leo,10h 04m 01.9s,-06° 28′ 29″,13.5,
3521,,Spiral galaxy,Leo,11h 05m 48.9s,-00° 02′ 06″,10.1,
3532,,Open cluster,Carina,11h 05m 33s,-58° 44′,3.3,
3539,,Lenticular galaxy,Ursa Major,11h 09m 08.8s,+28° 40′ 21″,,
3556,Messier 108,Spiral galaxy,Ursa Major,11h 11m 31.3s,+55° 40′ 31″,10.7,
3576,,Diffuse nebula,Carina,11h 11m 49.8s,-61° 18′ 14″,,
3587,Messier 97/Owl Nebula,Planetary nebula,Ursa Major,11h 14m 47.7s,+55° 01′ 09″,,
3593,,Spiral galaxy,Leo,11h 14m 37.1s,+12° 49′ 03″,11.8,
3596,,Spiral galaxy,Leo,11h 15m 06.3s,+14° 47′ 12″,11.7,
3603,,Diffuse nebula,Carina,11h 15m 09.1s,-61° 16′ 17″,10.1,
3621,,Spiral galaxy,Hydra,11h 18m 16.8s,-32° 48′ 49″,10.0,
3623,Messier 65,Spiral galaxy,Leo,11h 18m 55.8s,+13° 05′ 32″,9.6,
3627,Messier 66,Spiral galaxy,Leo,11h 20m 15.1s,+12° 59′ 22″,8.9,
3628,,Spiral galaxy,Leo,11h 20m 16.9s,+13° 35′ 14″,11.5,
3629,,Spiral galaxy,Leo,11h 20m 31.9s,+26° 57′ 47″,12.9,
3690,,Interacting galaxy,Ursa Major,11h 28m 33.1s,+58° 33′ 54″,11.8,
3766,,Open cluster,Centaurus,11h 36m 13.3s,-61° 36′ 55″,5.7,
3773,,Lenticular galaxy,Leo,11h 38m 13.1s,+12° 06′ 43″,13.1,
3842,,Elliptical galaxy,Leo,11h 44m 02.1s,+19° 56′ 59″,12.5,
3877,,Spiral galaxy,Ursa Major,11h 46m 07.8s,+47° 29′ 41″,11.8,
3918,,Planetary nebula,Centaurus,11h 50m 17.7s,-57° 10′ 57″,10.0,
3938,,Spiral galaxy,Ursa Major,11h 52m 49.5s,+44° 07′ 13″,11.0,
3949,,Spiral galaxy,Ursa Major,11h 53m 41.9s,+47° 51′ 29″,10.9,
3953,,Spiral galaxy,Ursa Major,11h 53m 49.1s,+52° 19′ 37″,10.8,
3982,,Spiral galaxy,Ursa Major,11h 56m 28.3s,+55° 07′ 29″,11.6,
3992,Messier 109,Spiral galaxy,Ursa Major,11h 57m 35.9s,+53° 22′ 35″,10.7,
3999,,Lenticular galaxy,Leo,11h 57m 56.5s,+25° 04′ 05″,15.7,
4013,,Spiral galaxy,Ursa Major,11h 58m 31.4s,+43° 56′ 51″,12.4,
4014,,Spiral galaxy,Coma Berenices,11h 58m 35.9s,+16° 10′ 36″,13.5,
4015,Arp 138,Interacting galaxy,Coma Berenices,11h 58m 42.5s,+25° 02′ 13″,14.2,
4016,,Spiral galaxy,Leo,11h 58m 29.2s,+27° 31′ 43″,14.6,
4017,,Spiral galaxy,Coma Berenices,11h 58m 45.8s,+27° 27′ 08″,13.5,
4018,,Spiral galaxy,Coma Berenices,11h 58m 31.4s,+43° 56′ 48″,12.4,
4027,,Spiral galaxy,Corvus,11h 59m 27.8s,-19° 16′ 32″,11.7,
4038,Antennae Galaxies,Interacting galaxy,Corvus,12h 01m 52.5s,-18° 52′ 03″,11.0,
4039,Antennae Galaxies,Interacting galaxy,Corvus,12h 01m 52.5s,-18° 52′ 03″,11.0,
4088,,Spiral galaxy,Ursa Major,12h 05m 33.7s,+50° 32′ 23″,11.2,
4121,,Elliptical galaxy,Draco,12h 07m 56.6s,+65° 06′ 50″,14.1,
4125,,Elliptical galaxy,Draco,12h 08m 06.3s,+65° 10′ 27″,10.9,
4151,,Spiral galaxy,Canes Venatici,12h 10m 32.7s,+39° 24′ 20″,11.2,
4192,Messier 98,Spiral galaxy,Coma Berenices,12h 13m 48.4s,+14° 52′ 58″,11.0,
4214,,Irregular galaxy,Canes Venatici,12h 15m 39.2s,+36° 19′ 41″,10.3,
4216,,Spiral galaxy,Virgo,12h 15m 54.4s,+13° 09′ 00″,11.2,
4236,,Irregular galaxy,Draco,12h 16m 41.8s,+69° 28′ 10″,10.7,
4244,,Spiral galaxy,Canes Venatici,12h 17m 30.1s,+37° 48′ 30″,10.2,
4254,Messier 99,Spiral galaxy,Coma Berenices,12h 18m 49.6s,+14° 25′ 00″,10.2,
4258,Messier 106,Spiral galaxy,Canes Venatici,12h 18m 57.5s,+47° 18′ 14″,9.6,
4261,,Elliptical galaxy,Virgo,12h 19m 23.2s,+05° 49′ 30″,10.4,
4303,Messier 61,Spiral galaxy,Virgo,12h 21m 55.0s,+04° 28′ 29″,10.9,
4305,,Galaxy,Virgo,12h 22m 03.5s,+12° 44' 28",12.6,
4306,,Galaxy,Virgo,12h 22m 04.1s,+12° 47' 15",12.7,
4308,,Elliptical galaxy,Coma Berenices,12h 21m 56.9s,+30° 04′ 27″,14.3,
4309,,Lenticular galaxy,Virgo,12h 22m 12.4s,+07° 08′ 38″,14.3,
4314,,Spiral galaxy,Coma Berenices,12h 22m 32.0s,+29° 53′ 44″,11.5,
4319,,Spiral galaxy,Draco,12h 21m 44.1s,+75° 19′ 21″,13.0,
4321,Messier 100,Spiral galaxy,Coma Berenices,12h 22m 55.0s,+15° 49′ 20″,10.6,
4325,,Galaxy cluster,Virgo,12h 23m 06.68s,+10° 37′ 16.3″,,
4374,Messier 84,Elliptical galaxy,Virgo,12h 25m 03.7s,+12° 53′ 13″,10.8,
4382,Messier 85,Lenticular galaxy,Coma Berenices,12h 25m 24.2s,+18° 11′ 27″,10.2,
4387,,Galaxy,Virgo,12h 25m 41.7s,+12° 48' 37",12.1,
4388,,Galaxy,Virgo,12h 25m 46.8s,+12° 39' 43",11.3,
4395,,Irregular galaxy,Canes Venatici,12h 25m 48.9s,+33° 32′ 48″,11.7,
4402,,Galaxy,Virgo,12h 26m 07.6s,+13° 06' 48",12.2,
4406,Messier 86,Elliptical galaxy,Virgo,12h 26m 12.2s,+12° 56′ 45″,10.9,
4407,,Galaxy,Virgo,12h 26m 32.2s,+12° 36' 39",11.9,
4408,,Galaxy,Coma Berenices,12h 26m 17.1s,+27° 52' 17",14.1,
4409,,Galaxy,Virgo,12h 26m 58.5s,+02° 29' 39",12.0,
4410,,Galaxy,Virgo,12h 26m 29.5s,+09° 01' 09",13.8,
4411,,Galaxy,Virgo,12h 26m 30.0s,+08° 52' 20",12.9,
4412,,Galaxy,Virgo,12h 26m 36.1s,+03° 57' 53",12.5,
4413,,Galaxy,Virgo,12h 26m 32.2s,+12° 36' 39",12.3,
4414,,Spiral galaxy,Coma Berenices,12h 26m 27.1s,+31° 13′ 21″,10.9,
4425,,Galaxy,Virgo,12h 27m 13.4s,+12° 44' 04",11.8,
4435,Eyes Galaxies,Lenticular galaxy,Virgo,12h 27m 40.6s,+13° 04′ 44″,11.9,
4436,,Galaxy,Virgo,12h 27m 41.2s,+12° 18' 56",13.2,
4438,Eyes Galaxies,Spiral galaxy,Virgo,12h 27m 45.9s,+13° 00′ 32″,12.0,
4443,,Galaxy,Virgo,12h 29m 03.0s,+13° 11' 01",,
4448,,Spiral galaxy,Coma Berenices,12h 28m 15.2s,+28° 37′ 16″,11.9,
4449,,Irregular galaxy,Canes Venatici,12h 28m 11.0s,+44° 05′ 33.4″,10.0,
4450,,Spiral galaxy,Coma Berenices,12h 28m 29.6s,+17° 05′ 05″,11.2,
4463,,Open cluster,Musca,12h 30m,-64° 47′,7.6,
4486,Messier 87,Elliptical galaxy,Virgo,12h 30m 49.4s,+12° 23′ 28″,12.9,
4501,Messier 88,Spiral galaxy,Coma Berenices,12h 31m 59.3s,+14° 25′ 13″,10.6,
4522,,Galaxy,Virgo,12h 33m 39.5s,+09° 10' 25",12.3,
4526,,Lenticular galaxy,Virgo,12h 34m 03.2s,+07° 41′ 58″,10.6,
4536,,Spiral galaxy,Virgo,12h 34m 27.2s,+02° 11′ 15″,12.3,
4548,Messier 91,Spiral galaxy,Coma Berenices,12h 35m 26.6s,+14° 29′ 45″,11.5,
4552,Messier 89,Elliptical galaxy,Virgo,12h 35m 40.0s,+12° 33′ 23″,11.1,
4555,,Elliptical galaxy,Coma Berenices,12h 35m 41.3s,+26° 31′ 23″,13.5,
4559,,Spiral galaxy,Coma Berenices,12h 35m 57.8s,+27° 57′ 35″,10.7,
4565,,Spiral galaxy,Coma Berenices,12h 36m 21.1s,+25° 59′ 14″,10.3,
4567,Siamese Twins,Interacting galaxy,Virgo,12h 36m 32.8s,+11° 15′ 27″,12.1,
4568,Siamese Twins,Interacting galaxy,Virgo,12h 36m 34.3s,+11° 14′ 18″,12.1,
4569,Messier 90,Spiral galaxy,Virgo,12h 36m 50.1s,+13° 09′ 46″,11.8,
4579,Messier 58,Spiral galaxy,Virgo,12h 37m 43.5s,+11° 49′ 04″,11.5,
4590,Messier 68,Globular cluster,Hydra,12h 39m 28.0s,-26° 44′ 35″,10.3,
4594,Messier 104/Sombrero Galaxy,Spiral galaxy,Virgo,12h 39m 59.4s,-11° 37′ 23″,10.3,
4603,,Spiral galaxy,Centaurus,12h 40m 55.3s,-40° 58′ 32″,12.1,
4605,,Spiral galaxy,Ursa Major,12h 40m 00.4s,+61° 36′ 32″,10.8,
4618,,Irregular galaxy,Canes Venatici,12h 41m 32.5s,+41° 09′ 00″,11.5,
4621,Messier 59,Elliptical galaxy,Virgo,12h 42m 02.4s,+11° 38′ 45″,11.0,
4622,,Spiral galaxy,Centaurus,12h 42m 37.6s,-40° 44′ 35″,13.5,
4623,,Lenticular galaxy,Virgo,12h 42m 10.8s,+07° 40′ 34″,13.6,
4624,,Spiral galaxy,Virgo,12h 42m 50.0s,+02° 41′ 17″,11.8,
4625,,Irregular galaxy,Canes Venatici,12h 41m 52.8s,+41° 16′ 26″,13.0,
4626,,Spiral galaxy,Virgo,12h 42m 25.3s,-07° 02′ 38″,14,
4627,,Elliptical galaxy,Canes Venatici,12h 41m 59.7s,+32° 34′ 24″,13.3,
4631,,Spiral galaxy,Canes Venatici,12h 42m 07.8s,+32° 32′ 27″,9.8,
4639,,Spiral galaxy,Virgo,12h 42m 52.5s,+13° 15′ 24″,12.4,
4647,,Spiral galaxy,Virgo,12h 43m 32.6s,+11° 34′ 55″,12.5,
4649,Messier 60,Elliptical galaxy,Virgo,12h 43m 40.2s,+11° 33′ 09″,10.3,
4650,,Spiral galaxy,Centaurus,12h 44m 19.7s,-40° 43′ 50″,12.8,
4656,,Interacting galaxy,Canes Venatici,12h 43m 58.2s,+32° 10′ 09″,10.6,
4657,,Interacting galaxy,Canes Venatici,12h 44m 11.3s,+32° 12′ 19″,,
4666,,Spiral galaxy,Virgo,12h 45m 08.3s,-00° 27′ 49″,10.8,
4676,Mice Galaxies,Interacting galaxy,Coma Berenices,12h 46m 10.2s,+30° 43′ 54″,14.1,
4710,,Lenticular galaxy,Coma Berenices,12h 49m 38.9s,+15° 09′ 54″,11.6,
4712,,Spiral galaxy,Coma Berenices,12h 49m 34.2s,+25° 28′ 12″,13.3,
4725,,Spiral galaxy,Coma Berenices,12h 50m 26.7s,+25° 30′ 02″,10.2,
4736,Messier 94,Spiral galaxy,Canes Venatici,12h 50m 52.6s,+41° 07′ 09″,8.7,
4755,Jewel Box/Kappa Crucis Cluster,Open cluster,Crux,12h 53m 42s,-60° 22′,,
4826,Messier 64/Black Eye Galaxy,Spiral galaxy,Coma Berenices,12h 56m 43.9s,+21° 41′ 00″,8.9,
4833,,Globular cluster,Musca,12h 59m 35.0s,-70° 52′ 29″,8.7,
4881,,Elliptical galaxy,Coma Berenices,12h 59m 57.8s,+28° 14′ 48″,14.7,
4889,Caldwell 35,Elliptical galaxy,Coma Berenices,13h 00m 08.1s,+27° 58′ 37″,11.4,
4911,,Spiral galaxy,Coma Berenices,13h 00m 56.1s,+27° 47′ 25.5″,12.8,
4945,,Spiral galaxy,Centaurus,13h 05m 26.1s,-49° 28′ 15″,9.6,
4976,,Elliptical galaxy,Centaurus,13h 08m 37.4s,-49° 30′ 20″,11.2,
4984,,Lenticular galaxy,Virgo,13h 08m 57.3s,-15° 30′ 59″,12,
5000,,Spiral galaxy,Coma Berenices,13h 09m 47.6s,+28° 54′ 23″,14.2,
5001,,Spiral galaxy,Ursa Major,13h 09m 33.5s,+53° 29′ 38″,14.6,
5002,,Irregular galaxy,Canes Venatici,13h 10m 38.3s,+36° 38′ 03″,14.7,
5003,,Spiral galaxy,Canes Venatici,13h 08m 37.9s,+43° 44′ 15″,15.3,
5004,,Lenticular galaxy,Coma Berenices,13h 11m 01.7s,+29° 38′ 11″,14.3,
5005,,Spiral galaxy,Canes Venatici,13h 10m 56.3s,+37° 03′ 30″,10.6,
5006,,Lenticular galaxy,Virgo,13h 11m 46s,-19° 15′ 41″,12.4,
5007,,Elliptical galaxy,Ursa Major,13h 9m 4s,62° 10′ 31″,13.3,
5008,,Barred spiral galaxy,Boötes,14h 10m 57s,25° 29′ 47″,13.4,
5009,,Barred spiral galaxy,Canes Venatici,13h 10m 47s,50° 5′ 35″,14.5,
5010,,Lenticular galaxy,Virgo,13h 12m 26.4s,-15° 47′ 52″,14.4,
5023,,Spiral galaxy,Canes Venatici,13h 12m 11.8s,+44° 02′ 17″,12.82,
5024,Messier 53,Globular cluster,Coma Berenices,13h 12m 55.3s,+18° 10′ 09″,9.0,
5033,,Spiral galaxy,Canes Venatici,13h 13m 27.6s,+36° 35′ 37″,10.9,
5055,Messier 63/Sunflower Galaxy,Spiral galaxy,Canes Venatici,13h 15m 49.3s,+42° 01′ 47″,9.7,
5068,,Spiral galaxy,Virgo,13h 18m 55.2s,-21° 02′ 21″,10.5,
5078,,Spiral galaxy,Hydra,13h 19m 50.2s,-27° 24′ 35″,11.5,
5087,,Elliptical galaxy,Virgo,13h 20m 25.2s,-20° 36′ 37″,13,
5090,,Elliptical galaxy,Centaurus,13h 21m 12.8s,-43° 42′ 16″,12.6,
5091,,Spiral galaxy,Centaurus,13h 21m 18.5s,-43° 43′ 19″,14.5,
5100,,Interacting galaxy,Virgo,13h 21m 00.6s,+08° 58′ 40″,15.1,
5101,,Spiral galaxy,Hydra,13h 21m 46.6s,-27° 25′ 53″,11.5,
5102,,Lenticular galaxy,Centaurus,13h 21m 57.8s,-36° 37′ 47″,10.4,
5112,,Spiral galaxy,Canes Venatici,13h 21m 56.7s,+38° 44′ 07″,12.5,
5128,Centaurus A,Lenticular galaxy,Centaurus,13h 25m 27.6s,-43° 01′ 09″,8.0,
5139,Omega Centauri,Globular cluster,Centaurus,13h 26m 45.9s,-47° 28′ 37″,6.1,
5161,,Spiral galaxy,Centaurus,13h 29m 14.0s,-33° 10′ 30″,12.0,
5164,,Spiral galaxy,Ursa Major,13h 27m 12.1s,+55° 29′ 13″,14.6,
5170,,Spiral galaxy,Virgo,13h 29m 48.9s,-17° 57′ 59″,11.9,
5189,Gum 47,Planetary nebula,Musca,13h 33m 33.0s,-65° 58′ 27″,14.1,
5194,Messier 51a/Whirlpool Galaxy,Spiral galaxy,Canes Venatici,13h 29m 52.4s,+47° 11′ 41″,8.8,
5195,Messier 51b,Interacting galaxy,Canes Venatici,13h 29m 59.2s,+47° 16′ 05″,10.6,
5229,,Spiral galaxy,Canes Venatici,13h 34m 02.9s,+44° 02′ 17″,14.3,
5236,Messier 83/Southern Pinwheel Galaxy,Spiral galaxy,Hydra,13h 37m 00.8s,-29° 51′ 59″,8.5,
5247,,Spiral galaxy,Virgo,13h 38m 02.6s,-17° 53′ 01″,11,
5253,,Irregular galaxy,Centaurus,13h 39m 55.9s,-31° 38′ 24″,11.0,
5272,Messier 3,Globular cluster,Canes Venatici,13h 42m 11.2s,+28° 22′ 32″,6.2,
5291,,Interacting galaxy,Centaurus,13h 47m 24.4s,-30° 24′ 28″,14.2,
5300,,Spiral galaxy,Virgo,13h 48m 16.1s,+03° 57′ 02″,13.7,
5307,,Planetary nebula,Centaurus,13h 51m 03.3s,-51° 12′ 21″,11.5,
5315,,Planetary nebula,Circinus,13h 53m 57.0s,-66° 30′ 51″,14.6,
5334,,Spiral galaxy,Virgo,13h 52m 54.5s,-01° 06′ 52″,13.7,
5364,,Spiral galaxy,Virgo,13h 56m 12.1s,+05° 00′ 53″,13.2,
5371,,Spiral galaxy,Canes Venatici,13h 55m 40.0s,+40° 27′ 43″,11.5,
5398,,Irregular galaxy,Centaurus,14h 01m 21.0s,-33° 03′ 42″,12.7,
5408,,Irregular galaxy,Centaurus,14h 03m 21.0s,-41° 22′ 44″,14.0,
5457,Messier 101/Pinwheel Galaxy,Spiral galaxy,Ursa Major,14h 03m 12.5s,+54° 20′ 53″,8.7,
5466,,Globular cluster,Boötes,14h 05m 27.4s,+28° 32′ 04″,10.5,
5474,,Spiral galaxy,Ursa Major,14h 05m 01.5s,+53° 39′ 45″,11.9,
5477,,Irregular galaxy,Ursa Major,14h 05m 33.1s,+54° 27′ 40″,14.5,
5548,,Spiral galaxy,Boötes,14h 17m 59.7s,+25° 08′ 13″,13.1,
5653,,Spiral galaxy,Boötes,14h 30m 10.6s,+31° 12′ 54″,12.7,
5705,,Spiral galaxy,Virgo,14h 39m 49.6s,-00° 43′ 08″,14.5,
5713,,Spiral galaxy,Virgo,14h 40m 11.5s,-00° 17′ 25″,11.7,
5749,,Open cluster,Lupus,14h 49m,-54° 30′,8.8,
5750,,Spiral galaxy,Virgo,14h 46m 11.3s,-00° 13′ 23″,13.1,
5777,,Spiral galaxy,Draco,14h 51m 18s,58° 58′ 39″,13.1,
5822,,Open cluster,Lupus,15h 04m,-54° 24′,6.5,
5823,,Open cluster,Circinus,15h 05m 44.8s,-55° 37′ 30″,8.6,
5824,,Globular cluster,Lupus,15h 03m 58.5s,-33° 04′ 04″,10.3,
5825,,Elliptical galaxy,Boötes,14h 54m 31.5s,+18° 38′ 31″,15.6,
5838,,Lenticular galaxy,Virgo,15h 05m 26.3s,+02° 05′ 57″,12.1,
5846,,Elliptical galaxy,Virgo,15h 06m 29.4s,+01° 36′ 19″,11.9,
5850,,Spiral galaxy,Virgo,15h 07m 07.8s,+01° 32′ 39″,13.6,
5866,Spindle Galaxy,Lenticular galaxy,Draco,15h 06m 29.5s,+55° 45′ 47″,11.1,
5877,,Triple star,Lupus,15h 12m 53.1s,-04° 55′ 38″,,
5879,,galaxy,Draco,15h 09m 46.8s,+57° 00′ 01″,12.4,
5882,,Planetary nebula,Libra,15h 16m 49.9s,-45° 38′ 58″,11.9,
5885,,Barred spiral galaxy,Libra,15h 15m 04.1s,-10° 05′ 10″,11.7,
5886,,Elliptical galaxy,Boötes,15h 12m 45.4s,41° 12′ 02″,14.0,
5888,,Barred spiral galaxy,Boötes,15h 13m 07.4s,41° 15′ 52″,13.4,
5890,,Lenticular galaxy,Libra,15h 17m 51.1s,17° 35′ 19″,, 
5904,Messier 5,Globular cluster,Serpens,15h 18m 33.8s,+02° 04′ 58″,7.3,
5921,,Spiral galaxy,Serpens,15h 21m 56.4s,+05° 04′ 11″,12.7,
5962,,Spiral galaxy,Serpens,15h 36m 31.8s,+16° 36′ 28″,12.2,
5964,,Spiral galaxy,Serpens,15h 37m 36.4s,+05° 58′ 25″,14.2,
5986,,Globular cluster,Lupus,15h 46m 03.4s,-37° 47′ 10″,9.1,
6025,,Open cluster,Triangulum Australe,16h 03m 42s,-60° 30′ 00″,5.1,
6027,(Part of Seyfert's Sextet),Interacting galaxy,Serpens,15h 59m 12.7s,+20° 45′ 47″,14.7,
6043,,Interacting galaxy,Hercules,16h 005m 01.2s,+17° 46′ 26″, 15.4,
6087,,Open cluster,Norma,16h 19m,-57° 56′,5.9,
6093,Messier 80,Globular cluster,Scorpius,16h 17m 02.5s,-22° 58′ 30″,8.7,
